HRR,HRR.Name,Provider.ID,Hospital.Name,City,State,System,Number.of.deaths.among.chronically.ill.patients.assigned.to.hospital,Percent.of.enrollees.medical.inpatient.days.at.hospital.to.which.they.were.assigned,Hospital.Care.Intensity.Index.during.the.Last.Two.Years.of.Life,Total.Medicare.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Inpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Outpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,SNF.Long.Term.Care.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Home.Health.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Hospice.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Ambulance.spending.per.Decedent.during.the.last.two.years.of.life,Reimbursements.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,Other.spending.per.Decedent.during.the.last.two.years.of.life,Part.B.Spending.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Evaluation...Management.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Procedures.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Imaging.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Tests.per.Decedent.during.the.Last.Two.Years.of.Life,Other.Part.B.spending.per.Decedent.during.the.last.two.years.of.life,Hospital.reimbursements.per.Decedent.during.the.last.two.years.of.life,Inpatient.Days.per.Decedent.during.the.Last.Two.Years.of.Life,Reimbursements.per.patient.day..calculated.,Hospital.Reimbursements..Ratio.to.US.Average..calculated.,Hospital.Days..Ratio.to.US.Average..calculated.,Reimbursements.per.Day..Ratio.to.US.Average..calculated.,Payments.for.physician.visits.per.Decedent.during.the.last.two.years.of.life,Physician.Visits.per.Decedent.during.the.Last.Two.Years.of.Life,Payments.per.physician.visit..calculated.,Physician.visit.payments..Ratio.to.US.Average..calculated.,Physician.visits..Ratio.to.US.Average..calculated.,Payments.per.visit..Ratio.to.US.Average..calculated.,Hospital.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Total.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,High.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Intermediate.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Medical...Surgical.Unit.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,SNF.Bed.Inputs.per.1.000.Dededents.during.the.Last.Two.Years.of.Life,FTE.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Medical.Specialist.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Primary.Care.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Standardized.FTE.physician.labor..Ratio.MS.PC..calculated.,RNs.Required.Under.Proposed.Federal.Standards.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Inpatient.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Total.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,High.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Intermediate.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Medical...Surgical.Unit.Days.per.Decedent.during.the.Last.Six.Months.of.Life,SNF.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Medical.Specialist.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Primary.Care.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.visits.per.decedent.last.6.months..Ratio.MS.PC..calculated.,Home.Health.Agency.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Deaths.Occurring.In.Hospital,Percent.of.Deaths.Associated.With.ICU.Admission,Percent.of.Decedents.Enrolled.In.Hospice.during.the.Last.Six.Months.of.Life,Hospice.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Decedents.Seeing.10.or.More.Different.Physicians.during.the.Last.Six.Months.of.Life,Number.of.Different.Physicians.Seen.per.Decedent.during.the.Last.Six.Months.of.Life,Average.Co.Payments.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Physician.Services.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,hospital_name.x,city.x,hospital_name.y,city.y,longitude,latitude,address,website,tele
344,OR- PORTLAND,380021,Tuality Healthcare,Hillsboro,OR,,109,84.8,0.6,79818,36968,17959,9457,6658,5700,1739,978,358,11395,4870,2096,780,624,3025,34087,12.7,2692,0.9,0.7,1.3,5057,45.4,111,0.7,0.7,1,34.7,14.4,4.3,10.1,20.3,46.4,20.8,10,6.6,1.5,31.8,7,3.1,1.1,2,3.9,6.7,18.7,7,5.8,1.2,9.1,27.3,16.1,57.8,21.4,53.9,11.3,3470,3196,274,tuality healthcare,hillsboro,adventist health tillamook,tillamook,-123.854331459,45.4566108970001,1000 THIRD STREET,http://www.tcgh.com,NOT AVAILABLE
227,MA- BOSTON,220116,Tufts Medical Center,Boston,MA,,182,85,1.1,132135,78032,19426,16533,6894,7469,1715,1283,783,13373,6744,2291,1257,847,2234,72703,22.3,3264,1.9,1.2,1.6,6798,67.6,101,1,1,0.9,61,13.1,10.4,2.7,47.9,64.7,34.2,18.5,8.3,2.2,54.3,13.7,3.2,2.9,0.4,10.5,10,32.4,19.4,7.1,2.7,12.4,31.2,19.7,54,30.4,69.4,15.2,4822,4385,437,tufts medical center,boston,tufts medical center,boston,-71.064,42.3499,800 WASHINGTON STREET,http://www.tuftsmedicalcenter.org,(617) 636-5000
218,LA- NEW ORLEANS,190176,Tulane Medical Center,New Orleans,LA,HCA Healthcare,236,85.6,1,96650,48141,16627,17828,5619,4893,1850,1113,580,14416,6973,2926,1183,767,2567,43139,18.4,2342,1.1,1,1.1,7000,63.7,110,1,1,1,50.5,18.4,7.3,11.1,32.1,46.8,28.3,14.5,8,1.8,46.1,11.3,4.8,1.9,2.9,6.5,9.8,29.6,15.5,7.9,2,12.2,22.8,16.9,62.5,23.5,63.9,15.3,4615,4264,351,tulane medical center,new orleans,tulane medical center,new orleans,-90.0769039149999,29.954800113,1415 TULANE AVE,http://www.tuhc.com,(504) 988-5263
83,CA- SAN LUIS OBISPO,50633,Twin Cities Community Hospital,Templeton,CA,TENET Healthcare Corporation,206,92.9,0.6,85940,33350,16776,15897,8408,8015,1787,798,908,14889,6215,3518,1163,904,3090,30770,14.7,2088,0.8,0.8,1,6385,47.6,134,0.9,0.7,1.2,40.4,10.8,1.3,9.5,29.6,65.8,25.6,8.4,13,0.6,33.7,8.6,2.7,0.3,2.4,5.9,10.8,18.9,6.4,9.3,0.7,12.2,28.2,21.4,46.4,24.2,56.2,11.7,4126,3901,225,twin cities community hospital,templeton,twin cities community hospital,templeton,-120.719588434,35.555237886,1100 LAS TABLAS ROAD,http://www.twincitieshospital.com,NOT AVAILABLE
134,FL- PENSACOLA,100054,Twin Cities Hospital,Niceville,FL,HCA Healthcare,120,83.1,1,91553,35503,21812,13619,7429,7822,1717,2659,991,21983,7293,3395,1292,1213,8789,31060,19.7,1575,0.8,1.1,0.8,7355,65.1,113,1,1,1,54,26.8,22.8,4,27.2,79.1,32.3,12.6,12.7,1,58.6,11.1,5.8,5.2,0.6,5.2,12.8,27.8,13,11.7,1.1,13.1,14,-99999,67.4,29.6,62.1,13.5,6556,5807,748,twin cities hospital,niceville,twin cities hospital,niceville,-86.49547732,30.533589098,2190 HWY 85 N,http://www.tchealthcare.com,(850) 678-4131
320,NC- WINSTON-SALEM,490115,Twin County Regional Hospital,Galax,VA,Duke LifePoint Healthcare,153,83.9,0.7,77765,33453,12748,12787,8987,3917,3298,1832,745,13300,5922,1223,840,689,4625,30460,15.1,2019,0.8,0.8,1,5998,39.9,150,0.8,0.6,1.4,41.3,11.7,9.4,2.3,29.7,71.8,21,5.8,11,0.5,38.6,9.2,3,2.4,0.6,6.2,13.1,19.6,5.6,8.1,0.7,22.1,18.9,14.3,58.9,13.7,45.2,11.3,3682,3156,526,twin county regional hospital,galax,twin county regional hospital,galax,-80.923928695,36.670661974,200 HOSPITAL DRIVE,www.tcrh.org/,(276) 236-8180
394,TX- FORT WORTH,450639,Tx Hlth Harris Meth-Hurst-Euless,Bedford,TX,Texas Health Resources,241,87.6,1,91378,35350,18553,17524,8500,8214,1258,955,1024,19001,7697,3185,1546,1397,5176,30868,15.4,2003,0.8,0.9,1,7711,73.7,105,1.1,1.1,1,42.2,22.1,3.6,18.5,20.1,69.7,34.8,15.7,13.3,1.2,39,9,5,1,3.9,4,10.3,35.5,16.1,13.9,1.2,15.6,14.8,10.7,69.7,29.4,73.1,16,5470,5190,281,tx hlth harris methhursteuless,bedford,texas health harris methodist hospital hursteulessbedford,bedford,-97.123136701,32.835154968,1600 HOSPITAL PARKWAY,http://www.texashealth.org,(817) 848-4602
394,TX- FORT WORTH,450135,Tx Hlth Harris Methodist-Fort Worth,Fort Worth,TX,Texas Health Resources,785,87.9,1.1,93831,37766,18377,17776,8629,7683,1751,918,931,19866,7661,3518,1815,1162,5711,32582,18.1,1799,0.9,1,0.9,7690,77.5,99,1.1,1.2,0.9,49.6,15.7,8,7.7,33.9,68.3,36.2,18,12.8,1.4,45.1,10.1,3.7,2.2,1.6,6.4,11.7,37.1,19.9,13.1,1.5,16.8,23.9,20.3,62.7,28.8,66.9,15.9,5873,5599,274,tx hlth harris methodistfort worth,fort worth,texas health harris methodist hospital fort worth,fort worth,-97.3389969839999,32.7367556730001,1301 PENNSYLVANIA AVENUE,http://www.texashealth.org/fortworth,(817) 250-2000
394,TX- FORT WORTH,450779,Tx Hlth Harris Meth-Sw Fort Worth,Fort Worth,TX,Texas Health Resources,247,79.8,1.1,92277,35138,19350,19741,7733,6758,1229,1376,953,19121,7963,3293,1301,1136,5428,30023,16.8,1782,0.8,0.9,0.9,7987,80.9,99,1.1,1.2,0.9,46.2,26.4,5.8,20.6,19.8,64.2,35.9,17.2,13.2,1.3,44.1,9.7,6.2,1.6,4.6,3.5,11.6,41.6,22.7,14.6,1.6,14.6,11.6,9.6,64.9,28.3,68,16.4,5902,5483,419,tx hlth harris methsw fort worth,fort worth,texas health harris methodist hospital fort worth,fort worth,-97.3389969839999,32.7367556730001,1301 PENNSYLVANIA AVENUE,http://www.texashealth.org/fortworth,(817) 250-2000
391,TX- DALLAS,450743,Tx Hlth Presbyterian Denton,Denton,TX,Texas Health Resources,244,88.5,1.1,95625,39249,15989,22063,8109,6092,1812,1273,1038,18949,7631,3145,1411,1382,5381,34389,19,1814,0.9,1.1,0.9,7691,74.7,103,1.1,1.1,1,51.9,22.8,8.9,13.9,29.2,74.3,36.6,15.3,15.1,1,49.1,11.8,5.8,2.2,3.6,6,13.8,38.8,17.9,17.5,1,14.8,25.7,23.4,61.2,22.9,72.9,15.2,5535,5165,370,tx hlth presbyterian denton,denton,texas health presbyterian hospital denton,denton,-97.166588955,33.2176153820001,3000 I-35,http://www.dentonhospital.com,(940) 898-7191
391,TX- DALLAS,450771,Tx Hlth Presbyterian Plano,Plano,TX,Texas Health Resources,314,85.7,1.4,107542,40611,21025,22916,9132,9051,2332,1123,1352,22799,9792,3691,1762,1406,6148,34300,20,1713,0.9,1.1,0.8,9810,98.1,100,1.4,1.5,0.9,54.9,12.2,5.7,6.5,42.7,64.8,45.9,22.4,16.7,1.3,47,11.5,2.8,1.4,1.4,8.8,11.4,49.2,25.8,17.5,1.5,15.1,22.3,16,66,31.3,74.6,18.3,6467,6144,323,tx hlth presbyterian plano,plano,texas health presbyterian hospital plano,plano,-96.836470947,33.0436635520001,6200 WEST PARKER ROAD,http://www.texashealth.org,(972) 981-8000
391,TX- DALLAS,450840,Tx Hlth Presbyterian-Allen,Allen,TX,Texas Health Resources,89,82.8,1.1,100398,36727,18222,19367,9726,12541,1150,1172,1494,18616,8377,2875,1435,1554,4374,31614,14.6,2169,0.8,0.8,1,8380,82.1,102,1.2,1.2,0.9,39.9,15.2,6.1,9.1,24.8,41.1,39,18.4,15.6,1.2,36.8,8,3.2,1.6,1.6,4.8,7.9,36.1,19.4,13.8,1.4,18.3,19.6,14,71.6,37.4,70.6,16.1,5026,4692,335,tx hlth presbyterianallen,allen,texas health presbyterian hospital allen,allen,-96.673101053,33.115977318,1105 CENTRAL EXPRESSWAY NORTH,http://www.texashealth.org,(972) 747-6197
391,TX- DALLAS,450462,Tx Hlth Presbyterian-Dallas,Dallas,TX,Texas Health Resources,592,86.1,1,96394,36689,20390,18338,7939,9255,1559,722,1501,22487,8277,4038,1596,1448,7129,31794,16,1984,0.8,0.9,1,8297,74.1,112,1.2,1.1,1,43.9,12.8,5.6,7.3,31.1,68,38.1,16.7,15.3,1.1,38.9,8.8,3.4,1.4,2,5.3,11.1,34.4,16.6,13.4,1.2,13.7,14.8,11.3,71.8,30.5,66.1,15.9,6163,5954,209,tx hlth presbyteriandallas,dallas,texas health presbyterian hospital dallas,dallas,-96.7624376649999,32.8811341840001,8200 WALNUT HILL LANE,http://www.texashealth.org,(214) 345-6789
391,TX- DALLAS,670068,Tx Hlth Presbyterian-Flower Mound,Flower Mound,TX,,111,79,1.2,104749,34936,21006,21886,9758,13205,1429,850,1678,22554,8461,3034,1558,1481,8021,30328,17.7,1714,0.8,1,0.8,8470,82.2,103,1.2,1.2,1,48.5,20,7,13,28.5,70.7,40.2,18.3,16.2,1.1,44.9,10.2,5.5,2.1,3.4,4.7,10.4,40.2,20.4,16.6,1.2,16.8,-99999,-99999,81,46.3,63.7,15.1,6422,6180,242,tx hlth presbyterianflower mound,flower mound,texas health presbyterian hospital flower mound,flower mound,-97.067756744,33.0455189900001,4400 LONG PRAIRIE ROAD,http://www.phfmtexas.com/,(469) 322-7000
204,KY- LEXINGTON,180067,U Of Ky Albert B. Chandler Hosp,Lexington,KY,,472,81.1,0.9,82173,44248,13628,11521,4055,4361,2278,1583,498,10696,4311,1819,829,734,3002,40706,19.8,2061,1.1,1.1,1,4622,51.5,90,0.6,0.8,0.8,54.1,31.7,10.7,21,22.4,48.4,24,9.6,8.8,1.1,53.9,11.9,7.2,2.7,4.4,4.7,7.6,25.1,10.1,9.1,1.1,9.3,19.2,16.8,63.5,20.1,61.2,13.9,4184,3697,487,u of ky albert b. chandler hosp,lexington,university of texas medical branch hospital,galveston,-94.777159432,29.311200962,301 UNIVERSITY BOULEVARD,http://www.utmb.edu,NOT AVAILABLE
397,TX- HOUSTON,450076,U Of Tx M.D. Anderson Cancer Ctr,Houston,TX,University of Texas System,802,85.8,1.5,180236,118433,46928,4892,3567,3703,526,1286,900,16545,6335,3292,1474,1457,3988,113367,31,3661,3,1.7,1.8,6382,85,75,0.9,1.3,0.7,84.8,60.5,8.4,52.1,24.3,20.1,44.1,22.2,11.9,1.9,83,18.8,14.3,2.2,12.1,4.5,3.6,41.9,23,11.9,1.9,10.3,33.7,34.1,55.8,18.7,78.8,24.5,7246,6889,357,u of tx m.d. anderson cancer ctr,houston,university of texas m.d. anderson cancer center,houston,-95.397077171,29.707031355,"1515 HOLCOMBE BOULEVARD, BOX 43",http://www.mdanderson.org/,NOT AVAILABLE
261,MS- OXFORD,250168,U. Of Mississippi Med Ctr - Grenada,Grenada,MS,University Hospitals and Health System,80,82.4,0.7,74458,27562,18555,12029,8586,3561,1780,1862,524,10789,4518,1948,780,642,2901,24784,14,1770,0.7,0.8,0.9,4660,50.6,92,0.7,0.8,0.9,38.4,10.2,8.5,1.6,28.2,72.3,21.6,7.5,9,0.8,35.6,8.4,2.4,2,0.4,6,13.8,22.8,9.4,10.5,0.9,17.8,26.9,12.6,54.3,17.6,46.5,10,3869,3225,644,u. of mississippi med ctr  grenada,grenada,university of mississippi medical center  grenada,grenada,-89.817479871,33.7622343640001,960 AVENT DRIVE,http://www.glmc.net,(662) 227-7000
19,AR- LITTLE ROCK,40016,Uams Medical Center,Little Rock,AR,,386,84,0.9,88688,43858,23760,9932,3045,4886,1393,1330,485,14061,4573,2640,1040,1027,4782,40367,17.9,2250,1.1,1,1.1,4698,57.7,81,0.7,0.9,0.8,49.1,10.9,7.8,3.2,38.2,46.7,30.2,14.4,8.6,1.7,43.5,11.5,3,2.2,0.8,8.6,7.7,29.4,14.7,10.6,1.4,8.7,22.4,15.6,62.9,22.3,67.9,14.3,5213,4809,404,uams medical center,little rock,uams medical center,little rock,-92.320137314,34.7490251460001,4301 WEST MARKHAM STREET,http://www.uamshealth.com/?id=1&sid=1,(501) 686-5000
77,CA- SACRAMENTO,50599,Uc Davis Medical Center,Sacramento,CA,University of California Systemwide Administration,493,86.6,1,132937,78886,25796,12414,5510,6469,1559,1595,707,12546,5648,2433,1003,929,2534,74740,20.3,3690,2,1.1,1.8,5766,63.9,90,0.8,1,0.8,55.5,11.8,8.9,3,43.6,45.2,33.1,14,12.9,1.1,49,11.7,2.7,2.2,0.5,9,6.9,29.6,12.5,13.4,0.9,7.8,27.3,17.8,53.9,22.3,63.5,14.3,4737,4271,465,uc davis medical center,sacramento,ouachita co. medical center,camden,-92.8367393299999,33.5758211300001,638 CALIFORNIA AVENUE,http://www.ouachitamedcenter.com,(870) 836-1000
23,CA- ORANGE CO.,50348,Uc Irvine Medical Center,Orange,CA,University of California Systemwide Administration,270,80.6,1.2,130465,71268,24141,17006,7466,7540,1197,981,866,17195,8127,3426,1298,1241,3103,65091,19.8,3287,1.7,1.1,1.6,8160,82.5,99,1.1,1.2,0.9,54.3,38.4,9.3,29.1,15.8,60.4,44.6,18.6,17.8,1,55,12.6,9.2,2.7,6.6,3.3,8,44.1,21.9,16.9,1.3,12,22.7,21.7,62.1,23.9,69.9,16.4,5486,5207,279,uc irvine medical center,orange,cedars sinai medical center,los angeles,-118.380712116,34.076294454,8700 BEVERLY BOULEVARD,http://www.cedars-sinai.edu,NOT AVAILABLE
80,CA- SAN DIEGO,50025,Uc San Diego Health System,San Diego,CA,University of California Systemwide Administration,474,87.6,1.2,139066,77235,29114,13444,7008,7506,1630,2094,1036,16891,7223,3560,1476,1386,3245,72140,23.5,3066,1.9,1.3,1.5,7260,78.3,93,1,1.2,0.9,64.5,27.7,9.4,18.4,36.7,54.6,36.7,19.6,8.4,2.3,60,13.6,6.3,2.3,4,7.4,10.1,36.8,18.1,6.2,2.9,11.1,25.7,22.7,61.5,28.2,69.2,17.1,6060,5474,586,uc san diego health system,san diego,uc san diego health hillcrest  hillcrest medical center,san diego,-117.165731384,32.754770233,200 WEST ARBOR DRIVE,https://health.ucsd.edu/locations/pages/hillcrest.aspx,NOT AVAILABLE
110,CT- HARTFORD,70036,"Uconn Hlth Ctr, John Dempsey Hosp",Farmington,CT,,212,91.5,0.8,101893,50518,18894,14329,8228,6156,2239,526,1004,14986,7156,2183,1071,755,3821,46954,15.5,3034,1.2,0.9,1.5,7162,49.9,144,1,0.8,1.3,42.4,21.5,6.6,14.9,20.9,55.7,23.4,13.5,4.7,2.8,40.5,9.5,4.9,1.9,3,4.6,7.7,23.6,12.1,3.4,3.5,13.4,24.2,23.2,61.7,21.4,69,15.7,3869,3713,155,"uconn hlth ctr, john dempsey hosp",farmington,NA,NA,NA,NA,NA,NA,NA
81,CA- SAN FRANCISCO,50454,Ucsf Medical Center,San Francisco,CA,University of California Systemwide Administration,408,85.8,1.1,164197,101979,29427,13949,8236,6648,1297,1870,790,13932,6094,3056,1078,946,2756,97469,24.3,4014,2.6,1.3,1.9,6206,63.9,97,0.9,1,0.9,66.5,12.9,9.2,3.7,53.7,43.9,33.9,15.4,11.4,1.4,57.7,12.8,2.7,1.9,0.8,10.1,7.7,28.8,12.8,10.7,1.2,12,36.9,22.4,47.3,19,61,14,5170,4656,513,ucsf medical center,san francisco,ucsf medical center,san francisco,-122.457877178,37.7630768510001,505 PARNASSUS AVENUE,https://www.ucsfhealth.org/,NOT AVAILABLE
123,FL- JACKSONVILLE,100001,Uf Health Jacksonville,Jacksonville,FL,UF Health Shands,285,86.1,1,103741,58215,16135,13930,5139,7254,1457,1104,507,16050,7320,3084,1200,760,3687,53338,19.9,2683,1.4,1.1,1.3,7321,59.3,123,1,0.9,1.1,54.5,26.6,8.4,18.3,27.8,68.7,27.2,12.8,9.2,1.4,51.7,11.2,5.9,2.2,3.6,5.3,11.3,27.6,12.1,7.9,1.5,10.2,23,20.6,65,32.9,65.9,15.9,5391,5035,356,uf health jacksonville,jacksonville,uf health jacksonville,jacksonville,-81.664274824,30.3485052390001,655 W 8TH ST,http://ufhealthjax.org/,(904) 244-0411
120,FL- GAINESVILLE,100113,Uf Health Shands Hospital,Gainesville,FL,UF Health Shands,608,86.4,1.1,98709,55313,15853,13264,4854,5555,1397,1638,835,15579,6831,3136,1257,1114,3242,50148,22.1,2270,1.3,1.2,1.1,6922,69.2,100,1,1,0.9,60.5,22.1,10.1,12,38.4,59.6,34.3,17.3,10.2,1.7,56,13.5,5.7,2.8,2.9,7.8,9.5,34.3,17,9.6,1.8,10.9,23.8,20.7,61.3,21.4,70.5,16.5,5335,4854,481,uf health shands hospital,gainesville,uf health north,jacksonville,-81.6334189999999,30.483998,15255 MAX LEGGETT PARKWAY,https://north.ufhealthjax.org/,(904) 237-5228
331,OH- ELYRIA,360145,Uh Elyria Medical Center,Elyria,OH,University Hospitals,219,89.2,1.1,85177,37573,17745,17823,3709,5225,1552,818,731,16462,7575,2242,776,690,5178,32155,18.5,1739,0.9,1,0.8,7593,73.9,103,1.1,1.1,1,50.7,33.1,11.7,21.4,17.6,83.2,32.1,15.3,11.2,1.4,52.1,10.6,6.9,3.3,3.6,3.8,13,35.7,16.9,11.2,1.5,4.6,20.3,17.1,64.1,23.8,64.6,15,5201,4937,264,uh elyria medical center,elyria,north georgia medical center,ellijay,-84.493376509,34.6785619510001,1362 SOUTH MAIN STREET,NOT AVAILABLE,NOT AVAILABLE
328,OH- CLEVELAND,360192,Uh Geauga Medical Center,Chardon,OH,University Hospitals,216,86.9,0.9,82984,39091,16131,15154,4194,4816,1796,1074,729,13817,6886,2570,887,730,2743,34429,16.6,2068,0.9,0.9,1,6897,60,115,1,0.9,1.1,45.6,28.4,7.2,21.2,17.2,82.3,32,13.2,12.5,1,44.9,9.4,6.2,1.9,4.3,3.2,13.3,28.6,13.8,10.8,1.3,7.7,22.1,15.8,60.1,24,68.8,15.1,4409,4077,333,uh geauga medical center,chardon,uh geauga medical center,chardon,-81.1890927919999,41.5092579970001,13207 RAVENNA RD,http://www.uhhospitals.org/geauga/,(440) 285-6000
328,OH- CLEVELAND,360041,Uh Parma Medical Center,Parma,OH,University Hospitals,342,88.2,0.9,82442,31501,18207,18011,4709,6291,1450,1408,863,12504,6851,1944,789,698,2221,27252,15.1,1806,0.7,0.8,0.9,6854,64.3,107,1,1,1,41.3,24.7,6.4,18.3,16.6,79.4,29.4,12.4,10.8,1.2,40.4,8.1,5.2,1.5,3.7,2.9,12.2,29,12,10.5,1.1,8,14.1,12,64.5,21,61.8,13.7,3805,3403,402,uh parma medical center,parma,roane medical center,harriman,-84.556007063,35.8886048620001,8045 ROANE MEDICAL CENTER DRIVE,http://www.roanemedical.com/,(865) 316-1000
325,OH- AKRON,360078,Uh Portage Medical Center,Ravenna,OH,University Hospitals,168,92.3,1,81430,36902,15815,14972,4611,5310,2071,848,901,13286,7088,2140,718,636,2705,32005,17.9,1786,0.9,1,0.9,7096,62.9,113,1,1,1,49.1,27.2,23.4,3.8,21.9,63.8,32.1,13.6,13.2,1,55.3,10.1,6.1,5.1,1,4,8.1,31.3,14.2,12.9,1.1,9.7,15.3,12.4,71.6,19,72.2,16.5,3942,3691,251,uh portage medical center,ravenna,hardin medical center,savannah,-88.2303470849999,35.2279311230001,935 WAYNE RD.,http://www.hardinmedicalcenter.org,(731) 926-8206
328,OH- CLEVELAND,360075,Uh Richmond Medical Center,Richmond Heights,OH,University Hospitals,112,76.4,0.9,86137,42332,13260,13963,5192,7537,1707,1190,955,13188,6900,1660,735,773,3121,37847,15.9,2388,1,0.9,1.1,6905,55.5,124,1,0.8,1.2,43.4,24,7.5,16.5,19.4,62.7,27.3,12.7,9.5,1.3,42.3,9.1,5.3,1.9,3.4,3.8,9.8,27.7,14.2,9.1,1.6,9.3,21,18.1,61,30.1,60.4,13.9,4064,3678,387,uh richmond medical center,richmond heights,hunter holmes mcguire va medical center,richmond,-77.467684882,37.4980742870001,1201 BROAD ROCK BLVD,http://www.richmond.va.gov/,(804) 675-5000
62,CA- NAPA,50301,Ukiah Valley Medical Center,Ukiah,CA,Adventist Health,125,87.5,0.6,89734,46033,20504,14404,3040,2537,1977,933,307,9670,3581,2579,570,549,2390,43278,13.9,3115,1.2,0.8,1.5,5191,47.5,109,0.7,0.7,1,38.1,11.9,6.3,5.7,26.2,55.4,18.7,7.9,5.8,1.4,34.7,7.8,2.8,1.1,1.6,5.1,9.6,19.8,6.4,4.9,1.3,3.2,26.9,17.2,42.9,8.8,53.3,11.3,2978,2698,279,ukiah valley medical center,ukiah,st. elizabeth medical center,utica,-75.266112032,43.082171433,2209 GENESEE ST,http://www.stemc.org,(315) 801-8100
223,MD- BALTIMORE,210043,Um Baltimore Washington Med Ctr,Glen Burnie,MD,University of Maryland Medical System,676,86.8,0.9,105542,52784,25954,11101,5519,6593,1550,926,1115,23910,7856,3744,1398,1193,9719,47928,18.8,2548,1.3,1,1.2,7858,59.4,132,1.1,0.9,1.2,51.5,7.1,4.2,2.9,44.4,61.1,31.6,14.3,11.5,1.2,42.5,10.9,1.5,1.1,0.4,9.5,11,27.6,14,9.8,1.4,10.4,22,13.1,61.9,24.6,71.5,17.4,6908,6623,285,um baltimore washington med ctr,glen burnie,univerity of md baltimore washington medical center,glen burnie,-76.6232388559999,39.137667675,301 HOSPITAL DRIVE,http://www.mybwmc.org/,(410) 595-1967
113,DC- WASHINGTON,210035,Um Charles Regional Medical Ctr,La Plata,MD,University of Maryland Medical System,330,84.6,1.1,106707,58892,23573,13978,4637,2106,1394,871,1255,22256,8631,4534,1894,1435,5762,53256,22.1,2413,1.4,1.2,1.2,8635,73.4,118,1.2,1.1,1.1,60.5,7.9,5.8,2.1,52.6,67.3,31.8,16.9,9,1.9,50.2,12.8,1.9,1.5,0.4,10.9,12.2,33.9,17.7,7.1,2.5,8.7,31.2,17.4,39.1,10.1,71.8,17.1,6613,6334,279,um charles regional medical ctr,la plata,sanford clear lake medical center,clear lake,-96.683135561,44.7527249440001,701 3RD AVENUE SOUTH,http://www.sanforddeuelcounty.org,(605) 874-2141
223,MD- BALTIMORE,210006,Um Harford Memorial Hospital,Havre De Grace,MD,University of Maryland Medical System,177,82.7,0.8,94624,46158,21830,10865,4082,7957,1993,1068,671,16523,6971,3829,1337,1021,3364,42510,15.9,2676,1.1,0.9,1.3,7002,50.4,139,1,0.8,1.3,43.5,4.7,3.7,1,38.8,55.9,29,10.6,12.8,0.8,35.7,9,1.2,1,0.3,7.7,8.1,21.8,9,10.8,0.8,7.6,13.6,10.1,73.8,28.6,69.4,14.6,4641,4314,328,um harford memorial hospital,havre de grace,university of maryland harford memorial hospital,havre de grace,-76.0908360029999,39.54309348,501 SOUTH UNION AVENUE,http://umuch.org/,(443) 643-3303
